qid,rid,match
Q00523,R822056,1
Q17205,R746724,1
Q06751,R566191,0
Q29841,R004867,1
Q21167,R135955,0
Q25194,R000197,1
Q02651,R029794,1
Q04485,R864305,0
Q09480,R859283,0
Q02430,R414163,0
Q04929,R235521,0
Q11586,R004377,0
Q22318,R546758,0
Q30651,R005681,1
Q27666,R002678,1
Q18017,R912740,0
Q16382,R081473,0
Q12479,R193299,0
Q29659,R004685,1
Q07012,R126892,1
Q08914,R991491,0
Q27400,R002412,1
Q20952,R993600,0
Q28037,R003054,1
Q25742,R000746,1
Q00401,R491676,0
Q29707,R004733,1
Q29049,R004071,1
Q03763,R672816,0
Q14605,R419941,1
Q29097,R004119,1
Q12624,R583030,1
Q28904,R003925,1
Q22235,R257268,0
Q12389,R760901,1
Q26402,R001410,1
Q21600,R314130,0
Q26733,R001741,1
Q29550,R004575,1
Q25707,R000711,1
Q10224,R606048,1
Q28771,R003791,1
Q17037,R781395,0
Q10467,R775463,1
Q02976,R703452,0
Q23470,R983253,0
Q27266,R002278,1
Q23631,R502398,0
Q16503,R399312,1
Q03838,R268669,0
Q17273,R959611,0
Q24108,R545602,0
Q04462,R656878,0
Q29851,R004877,1
Q27271,R002283,1
Q10876,R524924,1
Q29600,R004626,1
Q06779,R619853,0
Q20023,R156628,0
Q26303,R001310,1
Q02572,R615010,1
Q20041,R485060,1
Q21953,R457510,0
Q18237,R565792,0
Q06748,R903274,0
Q21496,R381359,1
Q09148,R530438,1
Q06164,R421927,0
Q27993,R003010,1
Q06121,R168683,0
Q29498,R004523,1
Q27698,R002712,1
Q12962,R072870,1
Q04448,R863958,1
Q14245,R914541,0
Q05638,R386020,0
Q02835,R774691,0
Q24881,R631188,0
Q19015,R869387,0
Q09259,R257897,1
Q14299,R237209,0
Q28076,R003093,1
Q02255,R454315,0
Q27611,R002623,1
Q20819,R571778,0
Q20793,R445096,0
Q24965,R599754,1
Q26826,R001835,1
Q09383,R927377,1
Q07641,R429132,1
Q02440,R301522,1
Q04507,R893519,1
Q23490,R528802,1
Q02658,R534126,1
Q30349,R005378,1
Q25896,R000902,1
Q08077,R627414,1
Q15080,R555731,0
Q18094,R444594,1
Q28705,R003724,1
Q28426,R003444,1
Q11755,R485682,0
Q27277,R002289,1
Q21696,R895884,1
Q18602,R491544,0
Q04111,R022514,1
Q13219,R328095,1
Q16226,R763295,0
Q27063,R002072,1
Q11070,R901844,1
Q06313,R042210,1
Q29509,R004534,1
Q25591,R000595,1
Q29187,R004209,1
Q27144,R002156,1
Q12442,R885149,0
Q17045,R657330,1
Q21947,R652097,0
Q01836,R271708,1
Q28920,R003942,1
Q06623,R249086,1
Q06773,R058329,0
Q07533,R897167,0
Q28561,R003580,1
Q02788,R976995,0
Q29493,R004518,1
Q01042,R233885,0
Q07752,R552988,1
Q04897,R576952,0
Q11908,R889773,0
Q12027,R464653,0
Q05917,R940848,0
Q24544,R235329,1
Q14984,R075408,0
Q06615,R415984,0
Q25346,R000349,1
Q04288,R654878,1
Q11786,R025953,0
Q01858,R989517,1
Q10711,R761420,1
Q03000,R775616,0
Q21295,R949452,0
Q15985,R223575,1
Q23020,R682883,1
Q26089,R001096,1
Q15962,R168775,1
Q00722,R131499,0
Q18280,R920151,1
Q03676,R455708,0
Q19282,R211188,0
Q04125,R209680,1
Q24167,R672179,1
Q01437,R884720,0
Q26789,R001798,1
Q07735,R857443,0
Q26782,R001791,1
Q30522,R005552,1
Q26701,R001709,1
Q02148,R383375,0
Q14009,R148255,0
Q12031,R314204,0
Q06279,R548646,0
Q01621,R108914,0
Q10624,R725312,0
Q26486,R001494,1
Q28996,R004018,1
Q16345,R859228,1
Q21505,R841145,1
Q10508,R544772,1
Q22155,R760289,0
Q16601,R865716,0
Q27709,R002723,1
Q15337,R778449,0
Q04319,R985951,1
Q03722,R603052,0
Q27411,R002423,1
Q26616,R001624,1
Q10579,R409294,1
Q01080,R190825,0
Q09475,R341429,1
Q16208,R769844,0
Q02242,R899271,0
Q26230,R001237,1
Q14966,R810343,1
Q21086,R630727,0
Q18618,R855755,0
Q28722,R003742,1
Q21192,R348161,0
Q02212,R748783,0
Q08214,R329607,1
Q28422,R003440,1
Q29603,R004629,1
Q14767,R511770,0
Q24958,R407106,0
Q21499,R911180,0
Q17694,R711058,1
Q27513,R002525,1
Q17139,R776742,0
Q13878,R766393,1
Q03161,R780081,1
Q03492,R760721,0
Q06834,R679401,0
Q08129,R786687,0
Q05621,R563520,0
Q16294,R918157,1
Q22982,R678042,0
Q09357,R136831,0
Q28180,R003198,1
Q07760,R577367,1
Q21548,R756594,0
Q19126,R416921,1
Q11709,R090034,0
Q10684,R777490,1
Q26365,R001373,1
Q29220,R004242,1
Q22781,R303004,0
Q28699,R003718,1
Q30403,R005432,1
Q15159,R965287,1
Q17021,R470940,0
Q04475,R683265,1
Q28736,R003756,1
Q13755,R442508,0
Q10411,R874592,0
Q22933,R654578,0
Q29944,R004971,1
Q03515,R627429,0
Q25959,R000965,1
Q01012,R346608,1
Q28711,R003730,1
Q16845,R172735,1
Q10310,R794861,1
Q23696,R570308,0
Q24479,R723214,1
Q14093,R801601,0
Q24271,R497337,0
Q25042,R000042,1
Q28977,R003999,1
Q04962,R552921,1
Q00088,R755886,0
Q28896,R003917,1
Q22462,R304285,1
Q14921,R024625,1
Q02942,R767003,0
Q20414,R072320,0
Q25639,R000643,1
Q12347,R875002,0
Q02454,R198773,0
Q17912,R307503,0
Q27743,R002757,1
Q18100,R208474,0
Q09612,R134382,0
Q25712,R000716,1
Q28801,R003821,1
Q12359,R796118,0
Q00565,R573129,1
Q07202,R447894,0
Q20663,R327354,0
Q13548,R115150,0
Q30302,R005331,1
Q03710,R550759,0
Q00680,R056788,1
Q05345,R597809,1
Q07731,R683854,1
Q06327,R828693,0
Q26773,R001782,1
Q25884,R000890,1
Q16847,R779552,0
Q23284,R913792,1
Q27290,R002302,1
Q26548,R001556,1
Q17127,R418471,0
Q27349,R002361,1
Q12377,R920703,1
Q25899,R000905,1
Q18713,R358658,1
Q28778,R003798,1
Q08113,R292207,0
Q06314,R456040,1
Q27722,R002736,1
Q20391,R275781,0
Q26426,R001434,1
Q29250,R004272,1
Q27193,R002205,1
Q05543,R591131,1
Q22832,R381557,0
Q22769,R052392,0
Q19417,R223350,0
Q30531,R005561,1
Q27771,R002785,1
Q23797,R298088,0
Q11866,R146951,0
Q21132,R222969,0
Q05642,R867931,0
Q22176,R550229,0
Q00329,R345684,1
Q08862,R412713,0
Q24747,R298752,0
Q09600,R008008,0
Q15303,R590914,0
Q28502,R003521,1
Q02533,R109928,1
Q25132,R000134,1
Q10951,R735695,0
Q08368,R599516,1
Q22337,R553801,1
Q07136,R828213,0
Q28762,R003782,1
Q17674,R556722,0
Q23507,R756374,1
Q05921,R823928,1
Q12571,R278782,0
Q02711,R693033,0
Q17355,R273441,0
Q10878,R981214,1
Q28330,R003348,1
Q03875,R961210,0
Q09064,R524537,0
Q30433,R005462,1
Q00160,R869002,0
Q01950,R333631,1
Q28759,R003779,1
Q29673,R004699,1
Q03046,R958897,1
Q26112,R001119,1
Q04515,R748766,0
Q17337,R624325,0
Q15299,R820443,1
Q00986,R521685,1
Q29399,R004423,1
Q06686,R038409,1
Q10396,R194389,0
Q27083,R002093,1
Q23528,R338897,1
Q30595,R005625,1
Q03415,R798504,0
Q28972,R003994,1
Q27341,R002353,1
Q04978,R042444,1
Q19061,R461980,0
Q22459,R945203,1
Q01084,R456528,0
Q27546,R002558,1
Q14719,R155552,1
Q05193,R885358,1
Q17395,R826412,0
Q05489,R111009,0
Q06023,R083083,0
Q28474,R003493,1
Q07860,R662481,0
Q08638,R090834,0
Q25276,R000279,1
Q10370,R746654,0
Q20922,R999182,0
Q02955,R946194,0
Q18639,R474329,0
Q28868,R003888,1
Q21929,R909859,1
Q20806,R518269,0
Q00013,R528138,0
Q08712,R232901,0
Q01441,R542295,0
Q20721,R428400,0
Q20776,R356938,0
Q03048,R193660,1
Q07528,R703855,0
Q13511,R728635,0
Q26091,R001098,1
Q13510,R405635,0
Q06717,R349374,1
Q28769,R003789,1
Q27073,R002082,1
Q00248,R699373,0
Q25645,R000649,1
Q29990,R005017,1
Q28550,R003569,1
Q07885,R337973,0
Q25205,R000208,1
Q17040,R052217,0
Q18545,R961509,1
Q09407,R459093,0
Q27508,R002520,1
Q17203,R722184,1
Q15943,R670946,0
Q24642,R836546,1
Q05868,R604524,1
Q25725,R000729,1
Q04988,R899965,0
Q29549,R004574,1
Q05010,R592928,0
Q23192,R362474,0
Q04100,R519359,1
Q06855,R638365,1
Q30548,R005578,1
Q05173,R701137,0
Q22619,R532596,0
Q01390,R805472,1
Q03734,R769482,0
Q08057,R979711,0
Q16176,R848308,1
Q27086,R002096,1
Q27555,R002567,1
Q16114,R008851,1
Q27462,R002474,1
Q26503,R001511,1
Q18792,R598558,0
Q24080,R480840,0
Q19418,R412291,0
Q09290,R970173,0
Q11782,R642731,0
Q19908,R604220,0
Q30203,R005231,1
Q29030,R004052,1
Q29160,R004182,1
Q08549,R619449,0
Q25992,R000998,1
Q18271,R744973,1
Q25593,R000597,1
Q04799,R885324,0
Q28336,R003354,1
Q29563,R004588,1
Q03987,R835198,1
Q11690,R280912,0
Q06310,R372508,1
Q02139,R346527,0
Q30050,R005078,1
Q25163,R000165,1
Q01168,R143989,0
Q25554,R000558,1
Q29516,R004541,1
Q11729,R928573,1
Q24036,R910841,0
Q23892,R174540,1
Q05476,R119199,1
Q00946,R796566,1
Q05948,R201610,0
Q09176,R574068,1
Q28392,R003410,1
Q29740,R004766,1
Q07193,R427030,1
Q07821,R431652,0
Q00232,R190626,0
Q30431,R005460,1
Q22104,R097242,0
Q27684,R002698,1
Q03836,R577222,0
Q21179,R018859,0
Q22279,R283322,0
Q28632,R003651,1
Q14553,R070727,0
Q01734,R991465,0
Q06422,R268464,0
Q26477,R001485,1
Q18671,R348449,1
Q08501,R412578,0
Q27807,R002822,1
Q29996,R005023,1
Q17325,R429152,1
Q08581,R146975,1
Q11539,R993743,0
Q06634,R013714,0
Q28332,R003350,1
Q04851,R779474,0
Q23775,R777760,0
Q20109,R041942,1
Q17621,R797989,1
Q25950,R000956,1
Q24658,R412318,0
Q01159,R935253,0
Q00880,R883160,1
Q26758,R001767,1
Q06806,R201085,0
Q27637,R002649,1
Q26852,R001861,1
Q24003,R089447,1
Q08042,R096345,0
Q07819,R370393,0
Q12743,R965483,0
Q02263,R726752,1
Q02042,R078901,0
Q26670,R001678,1
Q23455,R734987,0
Q20604,R013801,1
Q25793,R000798,1
Q28360,R003378,1
Q22346,R806094,0
Q14066,R309680,0
Q07919,R197456,0
Q27509,R002521,1
Q09016,R957987,0
Q00156,R811838,0
Q20544,R057894,0
Q28681,R003700,1
Q08930,R223779,0
Q16306,R287228,0
Q00395,R780057,0
Q05424,R741410,1
Q05453,R161423,0
Q25493,R000497,1
Q30039,R005066,1
Q18024,R675182,1
Q10242,R517950,0
Q30539,R005569,1
Q17394,R375981,0
Q11389,R910253,1
Q13245,R554626,1
Q28249,R003267,1
Q10565,R567497,0
Q16987,R783320,0
Q11302,R091753,0
Q12698,R717593,0
Q23767,R599460,0
Q26857,R001866,1
Q15847,R735880,0
Q14382,R413281,0
Q18631,R296344,0
Q11003,R363384,1
Q25625,R000629,1
Q00183,R541282,0
Q11121,R751664,1
Q05545,R987930,0
Q20794,R177089,0
Q04924,R581418,0
Q01197,R116413,0
Q13013,R841837,0
Q28973,R003995,1
Q10442,R998042,1
Q19610,R549318,1
Q02000,R768804,1
Q30101,R005129,1
Q08961,R021413,0
Q00502,R340260,0
Q30268,R005296,1
Q26399,R001407,1
Q04808,R449343,0
Q28352,R003370,1
Q17941,R913202,0
Q01608,R905549,0
Q03273,R021774,1
Q14206,R780375,0
Q26707,R001715,1
Q00012,R615122,0
Q05316,R611436,0
Q04849,R686350,0
Q14090,R095363,0
Q27792,R002806,1
Q30309,R005338,1
Q10463,R141416,0
Q19672,R020413,0
Q02429,R385304,0
Q25467,R000471,1
Q07973,R943586,0
Q05033,R051249,1
Q27595,R002607,1
Q06812,R687794,0
Q24569,R388642,0
Q29173,R004195,1
Q02779,R123713,0
Q14791,R691451,1
Q12211,R135452,1
Q28122,R003139,1
Q02168,R717816,0
Q12241,R828696,0
Q25460,R000464,1
Q26839,R001848,1
Q25756,R000760,1
Q21137,R317767,0
Q25315,R000318,1
Q24217,R620474,0
Q00031,R863161,1
Q28134,R003152,1
Q06774,R182954,0
Q27052,R002061,1
Q22341,R750371,0
Q14325,R490424,0
Q02626,R488007,0
Q24605,R515839,0
Q17434,R699159,0
Q18138,R393191,1
Q15422,R018987,0
Q08529,R598807,0
Q24012,R425142,0
Q10063,R595724,0
Q24257,R400329,0
Q13338,R996097,0
Q20143,R669268,1
Q29692,R004718,1
Q27946,R002962,1
Q23286,R181986,0
Q03596,R930292,0
Q29884,R004911,1
Q29062,R004084,1
Q14349,R414049,1
Q21759,R696851,0
Q26217,R001224,1
Q26938,R001947,1
Q04280,R174510,0
Q25018,R000018,1
Q06786,R006606,1
Q21554,R932482,0
Q14179,R714860,0
Q06509,R292690,0
Q30323,R005352,1
Q24894,R865664,1
Q01893,R017945,1
Q15530,R744073,0
Q26308,R001315,1
Q17777,R899536,0
Q12375,R224917,0
Q26858,R001867,1
Q07884,R673125,1
Q29750,R004776,1
Q06436,R812704,0
Q05587,R312318,0
Q09253,R070792,1
Q22721,R858710,0
Q15806,R708423,1
Q27150,R002162,1
Q13984,R377591,0
Q04375,R906236,0
Q07857,R979420,1
Q21050,R523842,0
Q06035,R706287,0
Q26517,R001525,1
Q30591,R005621,1
Q11500,R155447,0
Q00187,R712300,1
Q09400,R820940,0
Q02673,R805888,0
Q11236,R730317,0
Q16358,R441050,1
Q06904,R347607,0
Q04116,R774746,0
Q26901,R001910,1
Q13767,R124323,0
Q18858,R356614,0
Q18936,R697652,1
Q27121,R002131,1
Q11453,R512655,0
Q29885,R004912,1
Q09833,R474159,0
Q28808,R003828,1
Q10583,R159422,1
Q29897,R004924,1
Q22158,R497688,0
Q22051,R132136,1
Q27448,R002460,1
Q26751,R001760,1
Q12967,R882851,1
Q02944,R731700,0
Q13408,R247757,0
Q00894,R575148,0
Q30399,R005428,1
Q29844,R004870,1
Q08778,R513940,0
Q20088,R245838,1
Q04471,R842814,0
Q22392,R287760,0
Q21702,R530698,0
Q19534,R258646,0
Q05037,R709170,0
Q09818,R638066,1
Q14227,R926174,0
Q29099,R004121,1
Q16495,R915871,1
Q10722,R218605,0
Q24498,R966029,0
Q27614,R002626,1
Q18719,R667830,0
Q17188,R150001,1
Q29537,R004562,1
Q06041,R774964,0
Q20871,R196985,0
Q14056,R020896,0
Q19531,R535104,0
Q08308,R925040,1
Q02101,R094479,1
Q06328,R053821,1
Q14515,R365404,0
Q08218,R036146,0
Q00513,R371735,0
Q20753,R461700,0
Q15486,R118294,1
Q15403,R813066,1
Q13902,R156365,0
Q19513,R854921,0
Q26588,R001596,1
Q19706,R917063,1
Q12655,R232978,1
Q28993,R004015,1
Q12710,R949600,1
Q06593,R973206,1
Q26013,R001019,1
Q23542,R187469,0
Q17688,R927276,0
Q27813,R002828,1
Q22581,R132209,0
Q19198,R494119,0
Q13971,R509968,0
Q07393,R890341,1
Q07710,R548893,0
Q22286,R969347,1
Q03749,R515015,0
Q26408,R001416,1
Q27639,R002651,1
Q07414,R420651,0
Q05467,R762540,0
Q07591,R065254,0
Q27592,R002604,1
Q27383,R002395,1
Q29360,R004384,1
Q15955,R208830,0
Q21101,R332293,0
Q04593,R313618,0
Q30159,R005187,1
Q24243,R593772,0
Q15109,R924288,1
Q07109,R125054,1
Q28768,R003788,1
Q16860,R875738,0
Q21838,R392372,0
Q02662,R861312,0
Q25427,R000431,1
Q29440,R004464,1
Q23572,R273545,0
Q02815,R501567,1
Q11407,R266087,0
Q15793,R605350,0
Q11382,R932763,1
Q19287,R398066,1
Q05561,R906169,0
Q10478,R853804,0
Q21752,R798253,1
Q19489,R423183,1
Q27476,R002488,1
Q29702,R004728,1
Q05779,R850934,1
Q20158,R197149,0
Q24592,R311277,0
Q17173,R156365,0
Q26353,R001361,1
Q25192,R000195,1
Q25592,R000596,1
Q12957,R925417,0
Q26843,R001852,1
Q30426,R005455,1
Q03996,R425054,0
Q06505,R425356,1
Q04494,R325682,0
Q21094,R545345,1
Q10806,R104207,1
Q19244,R931385,0
Q20416,R017401,0
Q13226,R294173,0
Q25833,R000838,1
Q21887,R545046,0
Q27855,R002870,1
Q05292,R434907,1
Q28853,R003873,1
Q00293,R374209,0
Q16044,R519485,1
Q23754,R133728,0
Q18044,R770571,1
Q24970,R639252,0
Q18210,R228119,1
Q07541,R619535,1
Q11551,R558534,1
Q29958,R004985,1
Q29917,R004944,1
Q10493,R220832,0
Q17324,R211042,0
Q22792,R176482,1
Q23203,R721807,0
Q26336,R001343,1
Q07567,R021799,0
Q03829,R732476,0
Q28195,R003213,1
Q13026,R474460,1
Q29115,R004137,1
Q11168,R779480,0
Q15118,R328434,0
Q25737,R000741,1
Q15800,R263397,0
Q11018,R401139,1
Q29513,R004538,1
Q19312,R354956,0
Q29952,R004979,1
Q26184,R001191,1
Q09973,R804425,0
Q12295,R570634,0
Q10515,R200889,0
Q18946,R296732,0
Q16106,R212873,1
Q08652,R333966,0
Q21200,R668797,0
Q20062,R917046,1
Q25553,R000557,1
Q01686,R482599,0
Q24032,R157060,0
Q22968,R512858,1
Q25931,R000937,1
Q18817,R983061,1
Q25517,R000521,1
Q14798,R308733,1
Q21106,R973240,0
Q19148,R219548,0
Q26267,R001274,1
Q01378,R137453,0
Q19357,R857687,0
Q30538,R005568,1
Q26113,R001120,1
Q15623,R111107,1
Q30439,R005468,1
Q27392,R002404,1
Q09789,R980969,0
Q19259,R148754,0
Q17452,R333332,0
Q29088,R004110,1
Q24907,R681857,0
Q09987,R154613,0
Q08075,R222067,0
Q15575,R084016,0
Q03557,R191089,0
Q26131,R001138,1
Q18432,R797544,0
Q12729,R757877,0
Q14192,R500425,0
Q00419,R870815,1
Q00794,R309629,1
Q19801,R847308,1
Q18775,R459036,0
Q12851,R083829,0
Q21625,R744084,1
Q21516,R186025,1
Q17678,R258983,0
Q25096,R000098,1
Q08310,R618626,0
Q06141,R228357,0
Q22017,R521456,0
Q23125,R608300,0
Q25314,R000317,1
Q23997,R679378,1
Q00197,R513029,0
Q15355,R444606,0
Q25331,R000334,1
Q19785,R528332,0
Q28439,R003457,1
Q15496,R469637,0
Q07586,R085692,0
Q28157,R003175,1
Q28387,R003405,1
Q14885,R490797,1
Q05447,R044555,0
Q01319,R180880,1
Q03388,R574932,0
Q12549,R263238,1
Q05215,R438772,0
Q09270,R998432,0
Q26439,R001447,1
Q17858,R179462,0
Q20930,R699621,0
Q25937,R000943,1
Q25861,R000867,1
Q06859,R659403,0
Q07796,R510791,0
Q27921,R002936,1
Q18216,R964062,0
Q28207,R003225,1
Q11456,R192590,1
Q12514,R256340,0
Q01075,R866897,0
Q19140,R849712,0
Q06637,R005092,0
Q02811,R730604,0
Q15182,R950112,0
Q09344,R472198,1
Q24381,R415863,0
Q28984,R004006,1
Q17480,R223605,0
Q11280,R060137,1
Q12186,R736880,1
Q11932,R134345,0
Q03359,R726764,0
Q01161,R992906,0
Q20409,R363907,0
Q01870,R739240,1
Q30241,R005269,1
Q25479,R000483,1
Q18989,R485013,0
Q00128,R699182,1
Q13654,R491691,1
Q16273,R049145,0
Q22975,R470684,0
Q13305,R737778,1
Q23135,R725063,1
Q02917,R267999,1
Q14418,R279966,0
Q14842,R020225,0
Q14949,R801412,0
Q30073,R005101,1
Q07403,R949389,0
Q12433,R391343,1
Q27325,R002337,1
Q28338,R003356,1
Q27475,R002487,1
Q11742,R384308,0
Q30446,R005475,1
Q29348,R004372,1
Q28986,R004008,1
Q20890,R362899,0
Q27514,R002526,1
Q15154,R583467,0
Q01232,R954562,1
Q23080,R201901,1
Q30219,R005247,1
Q27563,R002575,1
Q00495,R207475,1
Q16710,R164432,0
Q29932,R004959,1
Q30571,R005601,1
Q13770,R317023,1
Q27263,R002275,1
Q07791,R031316,1
Q29820,R004846,1
Q12202,R656153,1
Q06539,R511478,1
Q29098,R004120,1
Q25402,R000406,1
Q10905,R964703,0
Q18158,R964746,0
Q04041,R207339,0
Q29243,R004265,1
Q22073,R195511,1
Q24456,R204247,0
Q08086,R571193,0
Q14733,R540612,0
Q21660,R908995,0
Q08691,R048292,0
Q25585,R000589,1
Q24692,R121282,1
Q26004,R001010,1
Q05599,R190839,0
Q29329,R004353,1
Q13437,R518266,0
Q10751,R420527,0
Q13183,R123808,0
Q00364,R722330,1
Q05101,R770396,0
Q28228,R003246,1
Q18615,R688309,0
Q15351,R136969,0
Q12833,R152983,0
Q02689,R636017,0
Q21185,R755053,0
Q28948,R003970,1
Q27859,R002874,1
Q28267,R003285,1
Q01912,R469248,0
Q15414,R662341,0
Q09848,R364663,0
Q24474,R962852,0
Q25673,R000677,1
Q27066,R002075,1
Q08326,R404529,0
Q23781,R729582,0
Q25499,R000503,1
Q20015,R980824,0
Q20854,R415856,0
Q20859,R430457,1
Q26651,R001659,1
Q26896,R001905,1
Q10566,R061242,0
Q21419,R249431,0
Q18096,R744755,1
Q01991,R946834,0
Q12539,R074642,0
Q29007,R004029,1
Q15719,R428488,0
Q07917,R130830,0
Q28275,R003293,1
Q04074,R746425,0
Q00327,R727734,0
Q04855,R370140,1
Q00119,R334282,0
Q22181,R129079,0
Q30462,R005491,1
Q08946,R916582,1
Q22596,R650194,0
Q30198,R005226,1
Q02466,R889707,0
Q24026,R285372,1
Q02088,R191263,1
Q04330,R962832,1
Q19872,R198847,1
Q07222,R257939,1
Q24949,R687981,1
Q30008,R005035,1
Q28142,R003160,1
Q17969,R886645,1
Q15404,R886703,0
Q27167,R002179,1
Q28919,R003941,1
Q18583,R983816,0
Q08126,R777419,1
Q04639,R586764,1
Q12504,R514872,0
Q16421,R234693,1
Q00506,R773175,1
Q11525,R378369,1
Q23226,R951984,0
Q08653,R947245,0
Q12119,R781858,0
Q26632,R001640,1
Q25902,R000908,1
Q27309,R002321,1
Q15121,R800487,1
Q00925,R512880,1
Q28741,R003761,1
Q13136,R798451,0
Q29815,R004841,1
Q11222,R224666,0
Q10668,R516926,0
Q06979,R880587,0
Q21565,R523463,0
Q05502,R872536,0
Q05282,R999493,0
Q18190,R065705,0
Q11364,R259683,0
Q05624,R811947,0
Q04638,R246885,0
Q08119,R527824,0
Q27039,R002048,1
Q22030,R337137,0
Q26260,R001267,1
Q09898,R717780,1
Q16954,R215411,0
Q25888,R000894,1
Q16363,R634318,0
Q25491,R000495,1
Q07725,R872272,1
Q28987,R004009,1
Q09883,R813101,0
Q13093,R911445,0
Q17666,R133399,0
Q27850,R002865,1
Q30541,R005571,1
Q22815,R290388,0
Q18810,R088098,1
Q13558,R658482,0
Q08571,R002133,1
Q09957,R925084,0
Q03992,R770298,0
Q01618,R283851,0
Q24722,R394946,0
Q20117,R724498,0
Q17600,R073384,0
Q27981,R002998,1
Q10772,R975912,0
Q05594,R688695,1
Q27724,R002738,1
Q09483,R856492,0
Q28099,R003116,1
Q20842,R128301,0
Q20948,R149569,1
Q29716,R004742,1
Q05630,R107349,0
Q13259,R641759,0
Q27008,R002017,1
Q21202,R199448,1
Q29342,R004366,1
Q15462,R716587,0
Q26541,R001549,1
Q24623,R643564,0
Q06538,R717207,0
Q22470,R533838,0
Q00210,R605071,1
Q18342,R363964,0
Q15163,R456894,1
Q14262,R405201,0
Q01344,R136339,0
Q22960,R528505,0
Q27479,R002491,1
Q01931,R306152,0
Q12045,R108631,0
Q06895,R390010,0
Q16595,R426223,0
Q24933,R072869,0
Q25922,R000928,1
Q20657,R932772,0
Q08455,R449211,1
Q17168,R547314,1
Q14717,R108859,1
Q11268,R565819,1
Q22334,R327573,0
Q12227,R831006,0
Q29768,R004794,1
Q27255,R002267,1
Q14225,R605709,0
Q25213,R000216,1
Q19129,R543969,0
Q09447,R740733,1
Q20032,R675642,0
Q27177,R002189,1
Q14462,R558481,0
Q25548,R000552,1
Q07043,R231540,1
Q00693,R610086,0
Q29668,R004694,1
Q15965,R505894,0
Q06876,R101297,0
Q12417,R894785,0
Q10030,R318627,1
Q28629,R003648,1
Q09343,R012663,0
Q03013,R596087,1
Q25741,R000745,1
Q02627,R919758,0
Q26827,R001836,1
Q13201,R743491,1
Q11582,R091031,0
Q06103,R574375,1
Q05015,R170326,1
Q16568,R102154,1
Q19591,R555949,1
Q09999,R755820,1
Q05812,R749872,0
Q26637,R001645,1
Q24988,R824481,1
Q14498,R601308,0
Q24851,R820024,0
Q01373,R557647,0
Q06218,R625291,1
Q07877,R174546,0
Q27580,R002592,1
Q13406,R889427,0
Q05521,R428922,0
Q15064,R636384,0
Q20612,R475679,1
Q00070,R026311,0
Q28995,R004017,1
Q06158,R529041,0
Q00399,R895165,0
Q25906,R000912,1
Q15832,R263782,1
Q18039,R779474,0
Q06361,R028447,0
Q04778,R096011,1
Q29803,R004829,1
Q29731,R004757,1
Q11045,R557785,0
Q22796,R438701,0
Q19132,R249468,1
Q26175,R001182,1
Q24528,R519609,1
Q08844,R953519,0
Q18286,R350024,0
Q25411,R000415,1
Q25234,R000237,1
Q25069,R000070,1
Q08706,R779129,0
Q06443,R851684,1
Q26219,R001226,1
Q04428,R364411,1
Q17781,R249746,0
Q27983,R003000,1
Q01120,R726639,1
Q03253,R301783,0
Q12758,R887882,0
Q11295,R529355,0
Q26539,R001547,1
Q23220,R167231,1
Q08902,R465206,0
Q01337,R080264,0
Q14121,R633390,0
Q08418,R755675,0
Q16108,R763739,0
Q11727,R414372,0
Q05011,R849384,1
Q16410,R081897,0
Q14447,R488892,0
Q15548,R851045,1
Q18270,R811535,1
Q25525,R000529,1
Q29578,R004603,1
Q09058,R656057,0
Q26578,R001586,1
Q06760,R335339,0
Q12372,R563177,1
Q19645,R713664,0
Q23255,R144926,0
Q07875,R128721,1
Q29704,R004730,1
Q05702,R938101,0
Q05241,R808195,1
Q22728,R003916,1
Q13182,R678372,0
Q26587,R001595,1
Q02131,R945216,0
Q04607,R911437,0
Q13982,R877820,1
Q20883,R734293,0
Q23348,R301872,0
Q10834,R828382,0
Q21701,R275423,1
Q17990,R303481,0
Q20745,R885759,0
Q06526,R162557,0
Q17541,R418109,1
Q26812,R001821,1
Q11867,R040280,0
Q30278,R005306,1
Q10385,R976999,1
Q08926,R901709,0
Q16733,R949402,1
Q10486,R042669,0
Q30631,R005661,1
Q28869,R003889,1
Q14858,R960843,1
Q04001,R256670,0
Q08523,R869215,0
Q29503,R004528,1
Q13458,R311134,0
Q22699,R772800,1
Q27628,R002640,1
Q06809,R502164,1
Q18084,R599391,0
Q09908,R102424,0
Q26841,R001850,1
Q12253,R007851,0
Q20194,R772898,0
Q18412,R751106,1
Q14771,R261420,0
Q27616,R002628,1
Q06115,R521657,1
Q06719,R306719,1
Q15249,R358419,1
Q30213,R005241,1
Q30659,R005689,1
Q28188,R003206,1
Q29143,R004165,1
Q05722,R139540,1
Q01091,R484233,1
Q25490,R000494,1
Q30504,R005534,1
Q29581,R004606,1
Q28827,R003847,1
Q30593,R005623,1
Q21379,R971327,0
Q26692,R001700,1
Q06732,R234781,0
Q11630,R714889,1
Q19940,R987017,0
Q28495,R003514,1
Q08945,R775353,0
Q17643,R351834,0
Q26299,R001306,1
Q29247,R004269,1
Q28846,R003866,1
Q08187,R294493,0
Q13618,R220315,1
Q28440,R003458,1
Q23126,R452284,0
Q04862,R685050,0
Q27158,R002170,1
Q03378,R194651,1
Q27088,R002098,1
Q28398,R003416,1
Q25243,R000246,1
Q29521,R004546,1
Q17382,R571770,0
Q03091,R333597,0
Q28555,R003574,1
